mapping_id,source_asset_type,source_stable_id,target_asset_type,target_stable_id,mapping_type,confidence,source_material_ids,evidence_locations,impact_scope,review_status,auto_apply_allowed,rollback_required,notes
MAP-C003-00501,question,QPHY-C003-2019-06,knowledge_point,KPHY-C003-048,related,0.86,SRC-C003-014,真题p2,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00502,question,QPHY-C003-2019-07,exam_point,EPHY-C003-006,related,0.86,SRC-C003-014,真题p2,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00503,question,QPHY-C003-2019-07,knowledge_point,KPHY-C003-004,related,0.86,SRC-C003-014,真题p2,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00504,question,QPHY-C003-2019-08,exam_point,EPHY-C003-014,related,0.76,SRC-C003-014,真题p3,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00505,question,QPHY-C003-2019-08,knowledge_point,KPHY-C003-027,related,0.76,SRC-C003-014,真题p3,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00506,question,QPHY-C003-2019-09,exam_point,EPHY-C003-010,related,0.76,SRC-C003-014,真题p3,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00507,question,QPHY-C003-2019-09,knowledge_point,KPHY-C003-061,related,0.76,SRC-C003-014,真题p3,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00508,question,QPHY-C003-2019-10,exam_point,EPHY-C003-040,related,0.86,SRC-C003-014,真题p3,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00509,question,QPHY-C003-2019-10,knowledge_point,KPHY-C003-084,related,0.86,SRC-C003-014,真题p3,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00510,question,QPHY-C003-2019-11,exam_point,EPHY-C003-022,related,0.86,SRC-C003-014,真题p4,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00511,question,QPHY-C003-2019-11,knowledge_point,KPHY-C003-034,related,0.86,SRC-C003-014,真题p4,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00512,question,QPHY-C003-2019-12,exam_point,EPHY-C003-031,related,0.86,SRC-C003-014,真题p4,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00513,question,QPHY-C003-2019-12,knowledge_point,KPHY-C003-065,related,0.86,SRC-C003-014,真题p4,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00514,question,QPHY-C003-2019-13,exam_point,EPHY-C003-040,related,0.86,SRC-C003-014,真题p4,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00515,question,QPHY-C003-2019-13,knowledge_point,KPHY-C003-084,related,0.86,SRC-C003-014,真题p4,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00516,question,QPHY-C003-2019-14,exam_point,EPHY-C003-025,related,0.86,SRC-C003-014,真题p5,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00517,question,QPHY-C003-2019-14,knowledge_point,KPHY-C003-040,related,0.86,SRC-C003-014,真题p5,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00518,question,QPHY-C003-2019-15,exam_point,EPHY-C003-002,related,0.76,SRC-C003-014,真题p5,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00519,question,QPHY-C003-2019-15,knowledge_point,KPHY-C003-026,related,0.76,SRC-C003-014,真题p5,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00520,question,QPHY-C003-2019-16,exam_point,EPHY-C003-041,related,0.86,SRC-C003-014,真题p5,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00521,question,QPHY-C003-2019-16,knowledge_point,KPHY-C003-081,related,0.86,SRC-C003-014,真题p5,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00522,question,QPHY-C003-2019-17,exam_point,EPHY-C003-021,related,0.86,SRC-C003-014,真题p6,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00523,question,QPHY-C003-2019-17,knowledge_point,KPHY-C003-033,related,0.86,SRC-C003-014,真题p6,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00524,question,QPHY-C003-2019-18,exam_point,EPHY-C003-020,related,0.86,SRC-C003-014,真题p6,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00525,question,QPHY-C003-2019-18,knowledge_point,KPHY-C003-032,related,0.86,SRC-C003-014,真题p6,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00526,question,QPHY-C003-2019-19,exam_point,EPHY-C003-021,related,0.86,SRC-C003-014,真题p6,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00527,question,QPHY-C003-2019-19,knowledge_point,KPHY-C003-033,related,0.86,SRC-C003-014,真题p6,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00528,question,QPHY-C003-2019-20,exam_point,EPHY-C003-018,related,0.76,SRC-C003-014,真题p7,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00529,question,QPHY-C003-2019-20,knowledge_point,KPHY-C003-053,related,0.76,SRC-C003-014,真题p7,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00530,question,QPHY-C003-2019-21,exam_point,EPHY-C003-017,related,0.86,SRC-C003-014,真题p7,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00531,question,QPHY-C003-2019-21,knowledge_point,KPHY-C003-055,related,0.86,SRC-C003-014,真题p7,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00532,question,QPHY-C003-2019-22,exam_point,EPHY-C003-040,related,0.86,SRC-C003-014,真题p8,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00533,question,QPHY-C003-2019-22,knowledge_point,KPHY-C003-084,related,0.86,SRC-C003-014,真题p8,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00534,question,QPHY-C003-2019-23,exam_point,EPHY-C003-040,related,0.86,SRC-C003-014,真题p8,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00535,question,QPHY-C003-2019-23,knowledge_point,KPHY-C003-084,related,0.86,SRC-C003-014,真题p8,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00536,question,QPHY-C003-2019-24,exam_point,EPHY-C003-040,related,0.76,SRC-C003-014,真题p8,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00537,question,QPHY-C003-2019-24,knowledge_point,KPHY-C003-084,related,0.76,SRC-C003-014,真题p8,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00538,question,QPHY-C003-2020-01,exam_point,EPHY-C003-001,related,0.82,SRC-C003-017,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping; target repaired after source exam PDF stem correction
MAP-C003-00539,question,QPHY-C003-2020-01,knowledge_point,KPHY-C003-025,related,0.82,SRC-C003-017,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping; target repaired after source exam PDF stem correction
MAP-C003-00540,question,QPHY-C003-2020-02,exam_point,EPHY-C003-040,related,0.76,SRC-C003-017,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00541,question,QPHY-C003-2020-02,knowledge_point,KPHY-C003-084,related,0.76,SRC-C003-017,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00542,question,QPHY-C003-2020-03,exam_point,EPHY-C003-040,related,0.76,SRC-C003-017,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00543,question,QPHY-C003-2020-03,knowledge_point,KPHY-C003-084,related,0.76,SRC-C003-017,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00544,question,QPHY-C003-2020-04,exam_point,EPHY-C003-040,related,0.76,SRC-C003-017,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00545,question,QPHY-C003-2020-04,knowledge_point,KPHY-C003-084,related,0.76,SRC-C003-017,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00546,question,QPHY-C003-2020-05,exam_point,EPHY-C003-003,related,0.86,SRC-C003-017,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00547,question,QPHY-C003-2020-05,knowledge_point,KPHY-C003-037,related,0.86,SRC-C003-017,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00548,question,QPHY-C003-2020-06,exam_point,EPHY-C003-016,related,0.86,SRC-C003-017,真题p2,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00549,question,QPHY-C003-2020-06,knowledge_point,KPHY-C003-030,related,0.86,SRC-C003-017,真题p2,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00550,question,QPHY-C003-2020-07,exam_point,EPHY-C003-017,related,0.86,SRC-C003-017,真题p2,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00551,question,QPHY-C003-2020-07,knowledge_point,KPHY-C003-055,related,0.86,SRC-C003-017,真题p2,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00552,question,QPHY-C003-2020-08,exam_point,EPHY-C003-040,related,0.86,SRC-C003-017,真题p2,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00553,question,QPHY-C003-2020-08,knowledge_point,KPHY-C003-084,related,0.86,SRC-C003-017,真题p2,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00554,question,QPHY-C003-2020-09,exam_point,EPHY-C003-026,related,0.76,SRC-C003-017,真题p3,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00555,question,QPHY-C003-2020-09,knowledge_point,KPHY-C003-044,related,0.76,SRC-C003-017,真题p3,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00556,question,QPHY-C003-2020-10,exam_point,EPHY-C003-040,related,0.86,SRC-C003-017,真题p3,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00557,question,QPHY-C003-2020-10,knowledge_point,KPHY-C003-084,related,0.86,SRC-C003-017,真题p3,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00558,question,QPHY-C003-2020-11,exam_point,EPHY-C003-020,related,0.76,SRC-C003-017,真题p3,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00559,question,QPHY-C003-2020-11,knowledge_point,KPHY-C003-032,related,0.76,SRC-C003-017,真题p3,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00560,question,QPHY-C003-2020-12,exam_point,EPHY-C003-040,related,0.76,SRC-C003-017,真题p4,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00561,question,QPHY-C003-2020-12,knowledge_point,KPHY-C003-084,related,0.76,SRC-C003-017,真题p4,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00562,question,QPHY-C003-2020-13,exam_point,EPHY-C003-025,related,0.86,SRC-C003-017,真题p4,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00563,question,QPHY-C003-2020-13,knowledge_point,KPHY-C003-040,related,0.86,SRC-C003-017,真题p4,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00564,question,QPHY-C003-2020-14,exam_point,EPHY-C003-023,related,0.76,SRC-C003-017,真题p5,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00565,question,QPHY-C003-2020-14,knowledge_point,KPHY-C003-038,related,0.76,SRC-C003-017,真题p5,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00566,question,QPHY-C003-2020-15,exam_point,EPHY-C003-040,related,0.86,SRC-C003-017,真题p3,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00567,question,QPHY-C003-2020-15,knowledge_point,KPHY-C003-084,related,0.86,SRC-C003-017,真题p3,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00568,question,QPHY-C003-2020-16,exam_point,EPHY-C003-013,related,0.76,SRC-C003-017,真题p5,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00569,question,QPHY-C003-2020-16,knowledge_point,KPHY-C003-028,related,0.76,SRC-C003-017,真题p5,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00570,question,QPHY-C003-2020-17,exam_point,EPHY-C003-039,related,0.86,SRC-C003-017,真题p5,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00571,question,QPHY-C003-2020-17,knowledge_point,KPHY-C003-071,related,0.86,SRC-C003-017,真题p5,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00572,question,QPHY-C003-2020-18,exam_point,EPHY-C003-040,related,0.86,SRC-C003-017,真题p6,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00573,question,QPHY-C003-2020-18,knowledge_point,KPHY-C003-084,related,0.86,SRC-C003-017,真题p6,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00574,question,QPHY-C003-2020-19,exam_point,EPHY-C003-006,related,0.86,SRC-C003-017,真题p6,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00575,question,QPHY-C003-2020-19,knowledge_point,KPHY-C003-004,related,0.86,SRC-C003-017,真题p6,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00576,question,QPHY-C003-2020-20,exam_point,EPHY-C003-002,related,0.86,SRC-C003-017,真题p6,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00577,question,QPHY-C003-2020-20,knowledge_point,KPHY-C003-026,related,0.86,SRC-C003-017,真题p6,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00578,question,QPHY-C003-2020-21,exam_point,EPHY-C003-018,related,0.76,SRC-C003-017,真题p7,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00579,question,QPHY-C003-2020-21,knowledge_point,KPHY-C003-053,related,0.76,SRC-C003-017,真题p7,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00580,question,QPHY-C003-2020-22,exam_point,EPHY-C003-029,related,0.86,SRC-C003-017,真题p7,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00581,question,QPHY-C003-2020-22,knowledge_point,KPHY-C003-048,related,0.86,SRC-C003-017,真题p7,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00582,question,QPHY-C003-2020-23,exam_point,EPHY-C003-031,related,0.86,SRC-C003-017,真题p7,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00583,question,QPHY-C003-2020-23,knowledge_point,KPHY-C003-065,related,0.86,SRC-C003-017,真题p7,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00584,question,QPHY-C003-2020-24,exam_point,EPHY-C003-011,related,0.76,SRC-C003-017,真题p8,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00585,question,QPHY-C003-2020-24,knowledge_point,KPHY-C003-017,related,0.76,SRC-C003-017,真题p8,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00586,question,QPHY-C003-2021-01,exam_point,EPHY-C003-039,related,0.86,SRC-C003-019,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00587,question,QPHY-C003-2021-01,knowledge_point,KPHY-C003-071,related,0.86,SRC-C003-019,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00588,question,QPHY-C003-2021-02,exam_point,EPHY-C003-011,related,0.86,SRC-C003-019,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00589,question,QPHY-C003-2021-02,knowledge_point,KPHY-C003-017,related,0.86,SRC-C003-019,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00590,question,QPHY-C003-2021-03,exam_point,EPHY-C003-003,related,0.86,SRC-C003-019,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00591,question,QPHY-C003-2021-03,knowledge_point,KPHY-C003-037,related,0.86,SRC-C003-019,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00592,question,QPHY-C003-2021-04,exam_point,EPHY-C003-012,related,0.86,SRC-C003-019,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00593,question,QPHY-C003-2021-04,knowledge_point,KPHY-C003-043,related,0.86,SRC-C003-019,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00594,question,QPHY-C003-2021-05,exam_point,EPHY-C003-020,related,0.86,SRC-C003-019,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00595,question,QPHY-C003-2021-05,knowledge_point,KPHY-C003-032,related,0.86,SRC-C003-019,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00596,question,QPHY-C003-2021-06,exam_point,EPHY-C003-018,related,0.86,SRC-C003-019,真题p2,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00597,question,QPHY-C003-2021-06,knowledge_point,KPHY-C003-053,related,0.86,SRC-C003-019,真题p2,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00598,question,QPHY-C003-2021-07,exam_point,EPHY-C003-040,related,0.86,SRC-C003-019,真题p2,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00599,question,QPHY-C003-2021-07,knowledge_point,KPHY-C003-084,related,0.86,SRC-C003-019,真题p2,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00600,question,QPHY-C003-2021-08,exam_point,EPHY-C003-040,related,0.86,SRC-C003-019,真题p2,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00601,question,QPHY-C003-2021-08,knowledge_point,KPHY-C003-084,related,0.86,SRC-C003-019,真题p2,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00602,question,QPHY-C003-2021-09,exam_point,EPHY-C003-031,related,0.86,SRC-C003-019,真题p3,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00603,question,QPHY-C003-2021-09,knowledge_point,KPHY-C003-065,related,0.86,SRC-C003-019,真题p3,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00604,question,QPHY-C003-2021-10,exam_point,EPHY-C003-014,related,0.76,SRC-C003-019,真题p3,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00605,question,QPHY-C003-2021-10,knowledge_point,KPHY-C003-027,related,0.76,SRC-C003-019,真题p3,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00606,question,QPHY-C003-2021-11,exam_point,EPHY-C003-040,related,0.76,SRC-C003-019,真题p3,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00607,question,QPHY-C003-2021-11,knowledge_point,KPHY-C003-084,related,0.76,SRC-C003-019,真题p3,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00608,question,QPHY-C003-2021-12,exam_point,EPHY-C003-013,related,0.76,SRC-C003-019,真题p4,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00609,question,QPHY-C003-2021-12,knowledge_point,KPHY-C003-028,related,0.76,SRC-C003-019,真题p4,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00610,question,QPHY-C003-2021-13,exam_point,EPHY-C003-014,related,0.76,SRC-C003-019,真题p4,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00611,question,QPHY-C003-2021-13,knowledge_point,KPHY-C003-027,related,0.76,SRC-C003-019,真题p4,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00612,question,QPHY-C003-2021-14,exam_point,EPHY-C003-040,related,0.76,SRC-C003-019,真题p5,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00613,question,QPHY-C003-2021-14,knowledge_point,KPHY-C003-084,related,0.76,SRC-C003-019,真题p5,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00614,question,QPHY-C003-2021-15,exam_point,EPHY-C003-006,related,0.76,SRC-C003-019,真题p5,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00615,question,QPHY-C003-2021-15,knowledge_point,KPHY-C003-004,related,0.76,SRC-C003-019,真题p5,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00616,question,QPHY-C003-2021-16,exam_point,EPHY-C003-002,related,0.86,SRC-C003-019,真题p6,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00617,question,QPHY-C003-2021-16,knowledge_point,KPHY-C003-026,related,0.86,SRC-C003-019,真题p6,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00618,question,QPHY-C003-2021-17,exam_point,EPHY-C003-040,related,0.86,SRC-C003-019,真题p7,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00619,question,QPHY-C003-2021-17,knowledge_point,KPHY-C003-084,related,0.86,SRC-C003-019,真题p7,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00620,question,QPHY-C003-2021-18,exam_point,EPHY-C003-040,related,0.86,SRC-C003-019,真题p8,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00621,question,QPHY-C003-2021-18,knowledge_point,KPHY-C003-084,related,0.86,SRC-C003-019,真题p8,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00622,question,QPHY-C003-2022-01,exam_point,EPHY-C003-002,related,0.82,SRC-C003-022,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping; target repaired after source exam PDF stem correction
MAP-C003-00623,question,QPHY-C003-2022-01,knowledge_point,KPHY-C003-026,related,0.82,SRC-C003-022,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping; target repaired after source exam PDF stem correction
MAP-C003-00624,question,QPHY-C003-2022-02,exam_point,EPHY-C003-005,related,0.82,SRC-C003-022,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping; target repaired after source exam PDF stem correction
MAP-C003-00625,question,QPHY-C003-2022-02,knowledge_point,KPHY-C003-005,related,0.82,SRC-C003-022,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping; target repaired after source exam PDF stem correction
MAP-C003-00626,question,QPHY-C003-2022-03,exam_point,EPHY-C003-040,related,0.76,SRC-C003-022,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00627,question,QPHY-C003-2022-03,knowledge_point,KPHY-C003-084,related,0.76,SRC-C003-022,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00628,question,QPHY-C003-2022-04,exam_point,EPHY-C003-002,related,0.86,SRC-C003-022,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00629,question,QPHY-C003-2022-04,knowledge_point,KPHY-C003-026,related,0.86,SRC-C003-022,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00630,question,QPHY-C003-2022-05,exam_point,EPHY-C003-016,related,0.86,SRC-C003-022,真题p2,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00631,question,QPHY-C003-2022-05,knowledge_point,KPHY-C003-030,related,0.86,SRC-C003-022,真题p2,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00632,question,QPHY-C003-2022-06,exam_point,EPHY-C003-021,related,0.86,SRC-C003-022,真题p2,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00633,question,QPHY-C003-2022-06,knowledge_point,KPHY-C003-033,related,0.86,SRC-C003-022,真题p2,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00634,question,QPHY-C003-2022-07,exam_point,EPHY-C003-003,related,0.86,SRC-C003-022,真题p2,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00635,question,QPHY-C003-2022-07,knowledge_point,KPHY-C003-037,related,0.86,SRC-C003-022,真题p2,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00636,question,QPHY-C003-2022-08,exam_point,EPHY-C003-012,related,0.86,SRC-C003-022,真题p3,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00637,question,QPHY-C003-2022-08,knowledge_point,KPHY-C003-043,related,0.86,SRC-C003-022,真题p3,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00638,question,QPHY-C003-2022-09,exam_point,EPHY-C003-031,related,0.86,SRC-C003-022,真题p3,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00639,question,QPHY-C003-2022-09,knowledge_point,KPHY-C003-065,related,0.86,SRC-C003-022,真题p3,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00640,question,QPHY-C003-2022-10,exam_point,EPHY-C003-022,related,0.86,SRC-C003-022,真题p3,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00641,question,QPHY-C003-2022-10,knowledge_point,KPHY-C003-034,related,0.86,SRC-C003-022,真题p3,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00642,question,QPHY-C003-2022-11,exam_point,EPHY-C003-023,related,0.86,SRC-C003-022,真题p3,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00643,question,QPHY-C003-2022-11,knowledge_point,KPHY-C003-038,related,0.86,SRC-C003-022,真题p3,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00644,question,QPHY-C003-2022-12,exam_point,EPHY-C003-026,related,0.76,SRC-C003-022,真题p4,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00645,question,QPHY-C003-2022-12,knowledge_point,KPHY-C003-044,related,0.76,SRC-C003-022,真题p4,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00646,question,QPHY-C003-2022-13,exam_point,EPHY-C003-002,related,0.76,SRC-C003-022,真题p4,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00647,question,QPHY-C003-2022-13,knowledge_point,KPHY-C003-026,related,0.76,SRC-C003-022,真题p4,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00648,question,QPHY-C003-2022-14,exam_point,EPHY-C003-020,related,0.86,SRC-C003-022,真题p4,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00649,question,QPHY-C003-2022-14,knowledge_point,KPHY-C003-032,related,0.86,SRC-C003-022,真题p4,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00650,question,QPHY-C003-2022-15,exam_point,EPHY-C003-002,related,0.76,SRC-C003-022,真题p5,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00651,question,QPHY-C003-2022-15,knowledge_point,KPHY-C003-026,related,0.76,SRC-C003-022,真题p5,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00652,question,QPHY-C003-2022-16,exam_point,EPHY-C003-040,related,0.86,SRC-C003-022,真题p5,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00653,question,QPHY-C003-2022-16,knowledge_point,KPHY-C003-084,related,0.86,SRC-C003-022,真题p5,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00654,question,QPHY-C003-2022-17,exam_point,EPHY-C003-014,related,0.86,SRC-C003-022,真题p6,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00655,question,QPHY-C003-2022-17,knowledge_point,KPHY-C003-027,related,0.86,SRC-C003-022,真题p6,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00656,question,QPHY-C003-2022-18,exam_point,EPHY-C003-040,related,0.86,SRC-C003-022,真题p7,question_to_exam_point,pending_review,false,true,candidate mapping
MAP-C003-00657,question,QPHY-C003-2022-18,knowledge_point,KPHY-C003-084,related,0.86,SRC-C003-022,真题p7,question_to_knowledge,pending_review,false,true,candidate mapping
MAP-C003-00658,question,QPHY-C003-2023-01,exam_point,EPHY-C003-001,related,0.82,SRC-C003-025,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping; target repaired after source exam PDF stem correction
MAP-C003-00659,question,QPHY-C003-2023-01,knowledge_point,KPHY-C003-014,related,0.82,SRC-C003-025,真题p1,question_to_knowledge,pending_review,false,true,candidate mapping; target repaired after source exam PDF stem correction
MAP-C003-00660,question,QPHY-C003-2023-02,exam_point,EPHY-C003-012,related,0.82,SRC-C003-025,真题p1,question_to_exam_point,pending_review,false,true,candidate mapping; target repaired after source exam PDF stem correction
