subquestion_id,question_id,year,question_number,subquestion_number,question_type,estimated_score,source_file,page_or_location,stem_summary,primary_knowledge_id,primary_exam_point_id,ability_dimensions,confidence,review_status,production_eligible,notes
QPHY-C003-2019-13-S01,QPHY-C003-2019-13,2019,13,whole,fill_or_drawing,,2019广州中考.pdf,真题p4,13.如图 13 所示，一束由 A 发出的光射到平面镜表面 O 点，画出物体 AB 在平面镜中的 像，并画出入射光线 AO 的反射光线,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-14-S01,QPHY-C003-2019-14,2019,14,1,fill_or_drawing,,2019广州中考.pdf,真题p5,14.图 14 为某望远镜内部部分光路图.物镜是凸透镜 O 为光心，F 为物镜焦点，焦距为 500mm （1）在图 14 中画出光线 a、b 经物镜折射前的入射光线 （2）目镜是 透镜（选填“凹”、“凸”） （3）用此望远镜观测月球时，月球经物镜成一个 （选填“倒立”、“正立”）、 （选填“放大”、“等大”、“缩小”）的像.,KPHY-C003-040,EPHY-C003-025,科学推理;实验探究,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-14-S02,QPHY-C003-2019-14,2019,14,2,fill_or_drawing,,2019广州中考.pdf,真题p5,同题内小问；需人工进一步拆分,KPHY-C003-040,EPHY-C003-025,科学推理;实验探究,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-14-S03,QPHY-C003-2019-14,2019,14,3,fill_or_drawing,,2019广州中考.pdf,真题p5,同题内小问；需人工进一步拆分,KPHY-C003-040,EPHY-C003-025,科学推理;实验探究,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-15-S01,QPHY-C003-2019-15,2019,15,whole,fill_or_drawing,,2019广州中考.pdf,真题p5,15.如图 15 所示，轻质弹簧一端固定在墙上，物体 M 沿粗糙地面水平向左运动，压缩弹 簧运动到 A 点时，速度为 VA.在方框内以点代替 M，画出 M 经过 A 点时的受力示意图（图中 已标示了弹簧对 M 的弹力 F）,KPHY-C003-026,EPHY-C003-002,信息提取;数学运算,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2019-16-S01,QPHY-C003-2019-16,2019,16,whole,fill_or_drawing,,2019广州中考.pdf,真题p5,16.如图 16 所示，A 点为硬棒的重心，O 为支点，硬棒水平静止，弹簧测力计的示数为 N.硬棒所受的重力为 N.能否用图 16 中的弹簧测力计按图 17 所示的方法测量 同一硬棒所受的重力？依据是 .,KPHY-C003-081,EPHY-C003-041,实验探究;规范表达,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-17-S01,QPHY-C003-2019-17,2019,17,1,fill_or_drawing,,2019广州中考.pdf,真题p6,"17.(1)通过表 1､2 推断海拔五千多米处水的沸点可能是_________ A.75℃ B.83℃ C.92℃ D.100℃ 表 1:海拔与大气压的关系 表 2:大气压与水的沸点的关系 (2)如图 18 所示,瓶口扎上橡皮膜,把一定质量的气体密封在玻璃 瓶内.小明把此瓶从甲地带到海拔更高的乙地,发现橡皮膜向上凸出 2(如图 19).瓶内气体在甲地的密度为 ρ 甲,在乙地的密度为 ρ 乙,根据 公式 ρ= ,得 ρ 甲 ρ 乙(选填“>”､“=､“<”).",KPHY-C003-033,EPHY-C003-021,科学推理;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-17-S02,QPHY-C003-2019-17,2019,17,2,fill_or_drawing,,2019广州中考.pdf,真题p6,同题内小问；需人工进一步拆分,KPHY-C003-033,EPHY-C003-021,科学推理;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-18-S01,QPHY-C003-2019-18,2019,18,whole,fill_or_drawing,,2019广州中考.pdf,真题p6,"18.如图 20 所示,钢制的圆柱展示台,底面积 S=1dm 2.另一个为钢制的圆台零件,上底面 积 S =3dm 2,下底面积 S =12dm 2.把零件分别按图 21 和图 22 所示的方式静置在展示台上,两物 体的轴在同一直线上,图 21 中零件对展示台面的压力为 F1､压强为 p1.图 22 中零件对展示台 面的压力为 F2､压强为 p2.F1 F2,p1 p2(选填“>”、“=”、“<”)",KPHY-C003-032,EPHY-C003-020,数学运算;科学推理,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-19-S01,QPHY-C003-2019-19,2019,19,1,fill_or_drawing,,2019广州中考.pdf,真题p6,"19.(1)完全燃烧 1.4g 酒精释放的热量是完全燃烧 0.7g 酒精释放 热量的 倍.0.7g 酒精完全燃烧释放的热量是 2.1×10 4J.这些 热量全部被 100g 的液体 A 吸收,液体的温度升高了 50℃;完全燃烧 1.4g 酒精释放的热量全部被 200g 的液体 A 吸收,液体的温度升高了 Δt= ℃（不考虑散热) (2)现用图 23 所示装置加热 200g 的液体 A,燃烧了 1.4g 酒精,液 体升高的温度小于△t,有哪些原因会导致这个结 果? 大气压/(…",KPHY-C003-033,EPHY-C003-021,科学推理;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-19-S02,QPHY-C003-2019-19,2019,19,2,fill_or_drawing,,2019广州中考.pdf,真题p6,同题内小问；需人工进一步拆分,KPHY-C003-033,EPHY-C003-021,科学推理;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-20-S01,QPHY-C003-2019-20,2019,20,1,analysis_calculation,,2019广州中考.pdf,真题p7,20.电鳗是一种能对外界施加电压的动物.如图 24，为了研究电鳗的放电行为，研究人 员把一根导体棒伸进水中，放电的电鳗可看成电源 A、B 两点是电源两极.某次实验: （1）当电鳗跃起，头部碰到导体棒时，电流从 A 点经部分导体棒、水回到 B 点，形成 闭合回路，电路图如图 25 所示，接入电路的导体棒及水的电阻 R＝50002，电流 1＝0.02A. 求此时 AB 间的电压 U 和 R 的电功率 P. （2）电鳗头部接触到导体棒更高的位置时，R 变大，电流 I 变为 0.0…,KPHY-C003-053,EPHY-C003-018,数学运算;信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2019-20-S02,QPHY-C003-2019-20,2019,20,2,analysis_calculation,,2019广州中考.pdf,真题p7,同题内小问；需人工进一步拆分,KPHY-C003-053,EPHY-C003-018,数学运算;信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2019-21-S01,QPHY-C003-2019-21,2019,21,1,analysis_calculation,,2019广州中考.pdf,真题p7,21.运动员从高空竖直向下跳伞，人（包括装备）的质量为 80kg 只考虑人受到的重力和空气 阻力，下落时的速度一时间图线如图 26 所示. （1）人在前 50s 内下落了 2100m，求这段时间内人的平均速度. （2）人在前 30s 内下落了 1500m，求这段时间内人所受重力做的功和功率.（g＝10N/kg） （3）从第 10s 到第 30s 这个过程中，人的动能、重力势能、机械能是如何变化的？ （4）人在第 30s 时所受空气阻力 第 50s 时所受空气阻力（选填“大于…,KPHY-C003-055,EPHY-C003-017,科学推理;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-21-S02,QPHY-C003-2019-21,2019,21,2,analysis_calculation,,2019广州中考.pdf,真题p7,同题内小问；需人工进一步拆分,KPHY-C003-055,EPHY-C003-017,科学推理;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-21-S03,QPHY-C003-2019-21,2019,21,3,analysis_calculation,,2019广州中考.pdf,真题p7,同题内小问；需人工进一步拆分,KPHY-C003-055,EPHY-C003-017,科学推理;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-21-S04,QPHY-C003-2019-21,2019,21,4,analysis_calculation,,2019广州中考.pdf,真题p7,同题内小问；需人工进一步拆分,KPHY-C003-055,EPHY-C003-017,科学推理;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-22-S01,QPHY-C003-2019-22,2019,22,whole,experiment_inquiry,,2019广州中考.pdf,真题p8,22.把酒精反复涂在温度计的玻璃泡上，用扇子扇温度计，温度计示数减小.用扇子扇表面干燥的温度计，温 度计示数不变. 根据以上信息你可以得出什么结论? .,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-23-S01,QPHY-C003-2019-23,2019,23,1,experiment_inquiry,,2019广州中考.pdf,真题p8,23.小明连接了如图 27 所示的电路，灯泡上标有“2.5V 0.3A （1）在方框内画出实物图对应的电路图 （2）闭合开关，看不到灯亮，电流表有示数.小明认为灯不亮的原因是灯丝断了你认为他的说法是 否正确？依据是 . （3）小芳想通过测量 ab 接线柱间、cd 接线柱间的电压找出看不到灯亮的原因.请在图 28 中补 充完整用电压表测 ab 接线柱间的电压时的实物图. 测量时若出现下表中的情况，请根据数据判断可能导致看不到灯亮的原因 Uab/V Ucd/V 电流表示数 I/…,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-23-S02,QPHY-C003-2019-23,2019,23,2,experiment_inquiry,,2019广州中考.pdf,真题p8,同题内小问；需人工进一步拆分,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-23-S03,QPHY-C003-2019-23,2019,23,3,experiment_inquiry,,2019广州中考.pdf,真题p8,同题内小问；需人工进一步拆分,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2019-24-S01,QPHY-C003-2019-24,2019,24,whole,experiment_inquiry,,2019广州中考.pdf,真题p8,24．质量可忽略的细绳上端固定，下端系一质量为 m 的金属螺母，做成摆长为 l 的摆（如图 29 所示）．让螺母在竖直面内小幅度往返摆动，每完成一次往返 摆动的时间均为 T=2π （g = 9.8N/kg）. 请你根据 T=2π 推测，螺母往返摆动一次的时间 T 与螺母的,KPHY-C003-084,EPHY-C003-040,信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2020-01-S01,QPHY-C003-2020-01,2020,1,whole,choice,,2020广州中考（含答案）.pdf,真题p1,1．答题前，考生务必在答题卡上用黑色字迹的签字笔或钢笔填写自己的考生号、姓名；填写考 点考场号、座位号；再用2B铅笔把对应该两号码的标号涂黑。,KPHY-C003-084,EPHY-C003-040,信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2020-02-S01,QPHY-C003-2020-02,2020,2,whole,choice,,2020广州中考（含答案）.pdf,真题p1,2．第一部分每小题选出答案后，用2B铅笔把答题卡上对应题目的答案标号涂黑；如需改动， 用橡皮擦干净后，再选涂其他答案；不能答在试卷上。,KPHY-C003-084,EPHY-C003-040,信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2020-03-S01,QPHY-C003-2020-03,2020,3,whole,choice,,2020广州中考（含答案）.pdf,真题p1,3．第二部分答案必须写在答题卡各题目指定区域内的相应位置上；如需改动，先划掉原来 的答案，然后再写上新的答案，改动的答案也不能超出指定的区域；除作图可用2B铅 笔外，其他都必须用黑色字迹钢笔或签字笔作答。不准使用涂改液。不按以上要求作答 的答案无效。,KPHY-C003-084,EPHY-C003-040,信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2020-04-S01,QPHY-C003-2020-04,2020,4,whole,choice,,2020广州中考（含答案）.pdf,真题p1,4．考生必须保持答题卡的整洁。考试结束后，将本试卷和答题卡一并交回。,KPHY-C003-084,EPHY-C003-040,信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2020-05-S01,QPHY-C003-2020-05,2020,5,whole,choice,,2020广州中考（含答案）.pdf,真题p1,5．全卷共 24 小题，请考生检查题数。 第一部分 （共 36 分） 一、选择题（每小题 3 分） 每小题给出的四个选项中，只有一项最符合题意. 1．图 1 为试卷示意图，你正在使用的物理试卷宽约为 A．27m B．27nm C．270cm D．270mm 2．甲音叉发声时每秒振动 256 次，乙音叉发声时振动频率 为 512Hz，相比于乙音叉，甲音叉 A．发声时振幅一定更小 B．发声时振动频率一定更高 C．发出声音的音调一定更低 D．发出声音的响度一定更大 密封装订线 图…,KPHY-C003-037,EPHY-C003-003,信息提取;科学推理,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-06-S01,QPHY-C003-2020-06,2020,6,whole,choice,,2020广州中考（含答案）.pdf,真题p2,6．金属球用细绳挂在车厢内，并相对于车静止，位置如图 4 所示．下列选项中能导致 球突然从如图 4 位置变成如图 5 位置的是 A．车向西起动 B．车做匀速直线运动 C．车向东直线运动时加速 D．车向东直线运动时减速,KPHY-C003-030,EPHY-C003-016,科学推理;模型建构,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-07-S01,QPHY-C003-2020-07,2020,7,whole,choice,,2020广州中考（含答案）.pdf,真题p2,7．球竖直向上运动，并落回 地面，这过程中先后经过 M、S 两 点．球在这两点的动能和重力势能 如图 6 所示，则球在 M 点的 A．速度比在 S 点的大 B．机械能大于在 S 点的 1.0 0.8 0.6 0.4 0.2 能量/J 水平地面 图 4 图 5 C．机械能等于在 S 点的 D．离地高度比在 S 点的低 0 M 点动能 M 点重力势能 图 6 S 点动能 S 点重力势能,KPHY-C003-055,EPHY-C003-017,科学推理;信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-08-S01,QPHY-C003-2020-08,2020,8,whole,choice,,2020广州中考（含答案）.pdf,真题p2,8．如图 7 所示，小明分别使用甲、乙、丙、丁四种机械匀速提升物体（绳长不变）， 测得拉力和物体 M、N 所受的重力如表 1 所示，则 表 1 F 甲 F 乙 F 丙 F 丁 GM GN 5.5N 12N 5.5N 8N 5N 10N 甲 乙 丙 丁 图 7 A．甲的机械效率比丙的大 B．乙、丁的机械效率相同 C．使用丙提升物体 M 时省力 D．实验测得的数据无法算出机械效率 F 甲 M F 乙 N F 丙 M F 丁 N 西 东 西 东,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-09-S01,QPHY-C003-2020-09,2020,9,whole,choice,,2020广州中考（含答案）.pdf,真题p3,9．矩形铜线框在某磁场中的位置如图 8 所示，ab、bc、 ed 和 fe 段都受到该磁场的作用力，下列哪两段受到该磁场的 作用力方向相同 A．ab 段与 bc 段 B．ab 段与 ed 段 C．ab 段与 fe 段 D．fe 段与 ed 段,KPHY-C003-044,EPHY-C003-026,科学推理;模型建构,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2020-10-S01,QPHY-C003-2020-10,2020,10,1,choice,,2020广州中考（含答案）.pdf,真题p3,10．小明测量不同型号铅笔在纸上涂划所得线条的电阻， 实 验步骤如下： 磁感线 a f R 图 8 （1）用铅笔在纸上画出两段长为 15cm 的线条，在其中一段线条上重复涂划 3 次，另 一段 6 次； （2）换用不同型号铅笔重复（1）的操作，得到多组等长等宽的线条如图 9； （3）测出每段线条两端的电阻记录在表 2. 表 2 根据实验数据，可推测电阻最小的是 A．① B. ② C. ③ D. ④ 图 10 中圆柱形容器装有适量的水，当水温从 0℃升到 15℃时，水的密度ρ…,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-10-S02,QPHY-C003-2020-10,2020,10,2,choice,,2020广州中考（含答案）.pdf,真题p3,同题内小问；需人工进一步拆分,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-10-S03,QPHY-C003-2020-10,2020,10,3,choice,,2020广州中考（含答案）.pdf,真题p3,同题内小问；需人工进一步拆分,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-10-S04,QPHY-C003-2020-10,2020,10,①,choice,,2020广州中考（含答案）.pdf,真题p3,同题内小问；需人工进一步拆分,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-10-S05,QPHY-C003-2020-10,2020,10,②,choice,,2020广州中考（含答案）.pdf,真题p3,同题内小问；需人工进一步拆分,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-10-S06,QPHY-C003-2020-10,2020,10,③,choice,,2020广州中考（含答案）.pdf,真题p3,同题内小问；需人工进一步拆分,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-10-S07,QPHY-C003-2020-10,2020,10,④,choice,,2020广州中考（含答案）.pdf,真题p3,同题内小问；需人工进一步拆分,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-11-S01,QPHY-C003-2020-11,2020,11,whole,choice,,2020广州中考（含答案）.pdf,真题p3,11．下列选项中能正确反映图 10 中容器底受到水的压强 p 和水温 t 关系的是 p 0 15 t/℃ 0 15 t/℃ 0 15 t/℃ t/℃ A B C D 水 9B 8B 6B 4B 2B 图9,KPHY-C003-032,EPHY-C003-020,数学运算;科学推理,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2020-12-S01,QPHY-C003-2020-12,2020,12,whole,choice,,2020广州中考（含答案）.pdf,真题p4,12．如图 12，把测力计下悬挂的实心金属块 M（体积不变）浸没在水中，M 处于静 止状态，下列选项中能正确反映测力计示数 F 和水温 t 关系的是 F 0 15 t/℃ 0 15 t/℃ 0 15 t/℃ t/℃ 图 12 A B C D 第二部分（共 64 分） 二、填空 作图题（共 25 分）,KPHY-C003-084,EPHY-C003-040,信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2020-13-S01,QPHY-C003-2020-13,2020,13,1,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p4,13．（1）如图 13，光源 S 发出的一束光从空气射向水面，在容器壁上点 P、Q 处出现光 点，画出上述现象的入射光线、反射光线和折射光线． S （2）如图 14 所示物体 MN 放在凸透镜前，0cm 处为凸透镜光心，M 点发出的光线 a 平行于主光轴． 容器壁 凸透镜 图 14 ① 凸透镜的焦距为 cm． ② 画出光线 b 经光心后的光线． ③ 物体 MN 经凸透镜成的像相对于物是 （选填“放大”“等大”“缩小”）的. ④ 要使光线 a 经凸透镜后的光线经过 K 点，应…,KPHY-C003-040,EPHY-C003-025,科学推理;实验探究,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-13-S02,QPHY-C003-2020-13,2020,13,2,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p4,同题内小问；需人工进一步拆分,KPHY-C003-040,EPHY-C003-025,科学推理;实验探究,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-13-S03,QPHY-C003-2020-13,2020,13,①,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p4,同题内小问；需人工进一步拆分,KPHY-C003-040,EPHY-C003-025,科学推理;实验探究,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-13-S04,QPHY-C003-2020-13,2020,13,②,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p4,同题内小问；需人工进一步拆分,KPHY-C003-040,EPHY-C003-025,科学推理;实验探究,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-13-S05,QPHY-C003-2020-13,2020,13,③,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p4,同题内小问；需人工进一步拆分,KPHY-C003-040,EPHY-C003-025,科学推理;实验探究,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-13-S06,QPHY-C003-2020-13,2020,13,④,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p4,同题内小问；需人工进一步拆分,KPHY-C003-040,EPHY-C003-025,科学推理;实验探究,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-14-S01,QPHY-C003-2020-14,2020,14,1,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p5,14．图 15 为紫外线的三个波段示意图，其中 UVC 对人体伤害最大．UVC 能通过石 英玻璃，普通玻璃可有效阻碍 UVC 的传播．图 16 中家用消毒柜的紫外线灯可发出波长为 254nm 的紫外线． 紫外线 200 280 315 400 柜门透明部分 图 15 波长/nm 图 16 （1）波长为 254nm 的紫外线属于 波段（选填“UVC”“UVB”“UVA”）． （2）波长为 254nm 的紫外线从紫外线灯的密封透明灯管内透出，对柜内的物品进行 杀菌消毒，柜门透明…,KPHY-C003-038,EPHY-C003-023,科学推理;信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2020-14-S02,QPHY-C003-2020-14,2020,14,2,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p5,同题内小问；需人工进一步拆分,KPHY-C003-038,EPHY-C003-023,科学推理;信息提取,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2020-15-S01,QPHY-C003-2020-15,2020,15,1,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p3,15 b e c d - + 9．矩形铜线框在某磁场中的位置如图 8 所示，ab、bc、 ed 和 fe 段都受到该磁场的作用力，下列哪两段受到该磁场的 作用力方向相同 A．ab 段与 bc 段 B．ab 段与 ed 段 C．ab 段与 fe 段 D．fe 段与 ed 段 10．小明测量不同型号铅笔在纸上涂划所得线条的电阻， 实 验步骤如下： 磁感线 a f R 图 8 （1）用铅笔在纸上画出两段长为 15cm 的线条，在其中一段线条上重复涂划 3 次，另 一段 6 次； …,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-16-S01,QPHY-C003-2020-16,2020,16,1,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p5,16．如图 18 所示，以硬尺上某位置为支点 O，在尺上挂一重 3N 的物体 M，尺在竖直 向上的拉力 F 作用下保持水平静止，尺的质量不计． （1）O 在 dm 刻度线处. （2）画出 F 的力臂 l． 图 18,KPHY-C003-028,EPHY-C003-013,规范表达;科学推理,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2020-16-S02,QPHY-C003-2020-16,2020,16,2,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p5,同题内小问；需人工进一步拆分,KPHY-C003-028,EPHY-C003-013,规范表达;科学推理,0.76,pending_review,false,candidate subquestion row
QPHY-C003-2020-17-S01,QPHY-C003-2020-17,2020,17,1,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p5,17．某地区把多余电能 E1 送往制氢装置产生氢气，电能不足时，通过发电装置把这部 分氢气燃烧释放的能量转化为电能 E2 送回电网． （1）氢气的热值是 1.4×108J/kg，20kg 氢气完全燃烧放出的热量是 J． （2）下列属于可再生能源的是 ． ①风能 ②煤 ③太阳能 （3）E1 E2（选填“>”“=”“<”）． 甲 电磁铁 N 铁块 1 UVC UVB UVA F=6N 硬尺 0 1 2 3 4 5 6 7 8 9 10 dm M,KPHY-C003-071,EPHY-C003-039,信息提取;跨学科应用,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-17-S02,QPHY-C003-2020-17,2020,17,2,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p5,同题内小问；需人工进一步拆分,KPHY-C003-071,EPHY-C003-039,信息提取;跨学科应用,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-17-S03,QPHY-C003-2020-17,2020,17,①,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p5,同题内小问；需人工进一步拆分,KPHY-C003-071,EPHY-C003-039,信息提取;跨学科应用,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-17-S04,QPHY-C003-2020-17,2020,17,②,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p5,同题内小问；需人工进一步拆分,KPHY-C003-071,EPHY-C003-039,信息提取;跨学科应用,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-17-S05,QPHY-C003-2020-17,2020,17,③,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p5,同题内小问；需人工进一步拆分,KPHY-C003-071,EPHY-C003-039,信息提取;跨学科应用,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-17-S06,QPHY-C003-2020-17,2020,17,3,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p5,同题内小问；需人工进一步拆分,KPHY-C003-071,EPHY-C003-039,信息提取;跨学科应用,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-18-S01,QPHY-C003-2020-18,2020,18,1,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p6,18．小明想探究图 19 中的膜被不同粗细的针（表 3）刚刺破时所受压强是否相等．A 针对膜的压力 F 随时间变化，膜刚被刺破时，压力达到最大值，F t 图象如图 20 所示． 表 3 1 F/N 图 19 透气孔 0.5 0 t1 t2 t/s 图 20 （1）膜刚被刺破时，A 针对膜的压力 FA 为 N，压强 pA 为 Pa． （2）t1 至 t2 这段时间，A 针对膜的压强是变大、变小还是不变？ （3）B 针刚刺破图 19 中的膜时，测得针对膜压力为 3.5N，此时 …,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-18-S02,QPHY-C003-2020-18,2020,18,2,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p6,同题内小问；需人工进一步拆分,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-18-S03,QPHY-C003-2020-18,2020,18,3,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p6,同题内小问；需人工进一步拆分,KPHY-C003-084,EPHY-C003-040,信息提取,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-19-S01,QPHY-C003-2020-19,2020,19,1,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p6,19．我们用图 21 中的装置进行实验，根据现象可 推断定值电阻 R1 和 R2 的大小关系． （1）定值电阻 R1 和 R2 分别加热容器内的油（甲瓶 中的油比乙瓶中的多）．两电阻工作相同时间，油均未 沸腾，观察到甲温度计升温比乙温度计多．该过程电阻 产生的热量全部被油吸收．根据上述实验可得“R1 产生 的热量比 R2 多”，依据是 ． （2）根据上述信息，可判断 R1 R2（选填“> “=”“<”）． 三、解析题（共 24 分） 图 21 解析题应写出必要的文字说明、公…,KPHY-C003-004,EPHY-C003-006,信息提取;实验探究,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-19-S02,QPHY-C003-2020-19,2020,19,2,fill_or_drawing,,2020广州中考（含答案）.pdf,真题p6,同题内小问；需人工进一步拆分,KPHY-C003-004,EPHY-C003-006,信息提取;实验探究,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-20-S01,QPHY-C003-2020-20,2020,20,1,analysis_calculation,,2020广州中考（含答案）.pdf,真题p6,20．装有水的容器在大小为 10N 的拉力 F 作用下运动，图 22 为容器三段运动的示意 图，F 的方向始终沿着容器运动方向，OP 段、MN 段为水平地面．在 MN 段容器中的水少 于 OP 段，容器在 OP 段、MN 段的速度—时间图象和 QR 段的路程—时间图象如图 23 所示. （1）求 F 在 OP 段做的功． （2）求 F 在 QR 段的功率． （3）容器在OP 段和MN 段受到摩擦力分别为f1、f2，则f1 f（ 2 选填“>”“=”“<”）． 容器 容器 t…,KPHY-C003-026,EPHY-C003-002,信息提取;数学运算,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-20-S02,QPHY-C003-2020-20,2020,20,2,analysis_calculation,,2020广州中考（含答案）.pdf,真题p6,同题内小问；需人工进一步拆分,KPHY-C003-026,EPHY-C003-002,信息提取;数学运算,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-20-S03,QPHY-C003-2020-20,2020,20,3,analysis_calculation,,2020广州中考（含答案）.pdf,真题p6,同题内小问；需人工进一步拆分,KPHY-C003-026,EPHY-C003-002,信息提取;数学运算,0.86,pending_review,false,candidate subquestion row
QPHY-C003-2020-21-S01,QPHY-C003-2020-21,2020,21,1,analysis_calculation,,2020广州中考（含答案）.pdf,真题p7,21．如图 24 所示，小灯泡 L 的额定电压为 3.8V，定值电阻 R 阻值为 20Ω，闭合开关，流过 R 的电流为 0.1A，流过 L 的电流为 0.2A．求： （1）此时 L 的电阻. （2）L 的实际功率. （3）通电 20s，L、R 共消耗的电能. 四、实验 探究题（共 15 分） R L S 图 24,KPHY-C003-053,EPHY-C003-018,数学运算;信息提取,0.76,pending_review,false,candidate subquestion row
