issue_id,entity_type,entity_id,issue_type,issue_summary,severity,recommended_action,review_status,production_eligible,question_id,original_paper_file,original_paper_page,answer_source_file,answer_evidence_location,year_report_evidence_location,difficulty_value,discrimination_value,metric_review_summary,common_errors_review,teaching_suggestion_review,evidence_decision
QI-C003-0092,year_report_observation,YRO-C003-2019-20,year_report_metric_review_required,已文档核验2019Q20: 原卷真题p7; 答案2019广州中考答案.pdf; 年报p72; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-20,2019广州中考.pdf,真题p7,2019广州中考答案.pdf,参考答案文件对应题号,年报p72;文档核验:2019Q20逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0093,year_report_observation,YRO-C003-2019-21,year_report_metric_review_required,已文档核验2019Q21: 原卷真题p7; 答案2019广州中考答案.pdf; 年报p83; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-21,2019广州中考.pdf,真题p7,2019广州中考答案.pdf,参考答案文件对应题号,年报p83;文档核验:2019Q21逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0094,year_report_observation,YRO-C003-2019-22,year_report_metric_review_required,已文档核验2019Q22: 原卷真题p8; 答案2019广州中考答案.pdf; 年报p89; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-22,2019广州中考.pdf,真题p8,2019广州中考答案.pdf,参考答案文件对应题号,年报p89;文档核验:2019Q22逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0095,year_report_observation,YRO-C003-2019-23,year_report_metric_review_required,已文档核验2019Q23: 原卷真题p8; 答案2019广州中考答案.pdf; 年报p93; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-23,2019广州中考.pdf,真题p8,2019广州中考答案.pdf,参考答案文件对应题号,年报p93;文档核验:2019Q23逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0096,year_report_observation,YRO-C003-2019-24,year_report_metric_review_required,已文档核验2019Q24: 原卷真题p8; 答案2019广州中考答案.pdf; 年报p101; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2019-24,2019广州中考.pdf,真题p8,2019广州中考答案.pdf,参考答案文件对应题号,年报p101;文档核验:2019Q24逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0097,year_report_observation,YRO-C003-2020-01,year_report_metric_review_required,已文档核验2020Q01: 原卷真题p1; 答案2020广州中考（含答案）.pdf; 年报p11; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-01,2020广州中考（含答案）.pdf,真题p1,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p11;文档核验:2020Q01逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0098,year_report_observation,YRO-C003-2020-02,year_report_metric_review_required,已文档核验2020Q02: 原卷真题p1; 答案2020广州中考（含答案）.pdf; 年报p12; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-02,2020广州中考（含答案）.pdf,真题p1,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p12;文档核验:2020Q02逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0099,year_report_observation,YRO-C003-2020-03,year_report_metric_review_required,已文档核验2020Q03: 原卷真题p1; 答案2020广州中考（含答案）.pdf; 年报p13; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-03,2020广州中考（含答案）.pdf,真题p1,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p13;文档核验:2020Q03逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0100,year_report_observation,YRO-C003-2020-04,year_report_metric_review_required,已文档核验2020Q04: 原卷真题p1; 答案2020广州中考（含答案）.pdf; 年报p17; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-04,2020广州中考（含答案）.pdf,真题p1,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p17;文档核验:2020Q04逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0101,year_report_observation,YRO-C003-2020-05,year_report_metric_review_required,已文档核验2020Q05: 原卷真题p1; 答案2020广州中考（含答案）.pdf; 年报p17; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-05,2020广州中考（含答案）.pdf,真题p1,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p17;文档核验:2020Q05逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0102,year_report_observation,YRO-C003-2020-06,year_report_metric_review_required,已文档核验2020Q06: 原卷真题p2; 答案2020广州中考（含答案）.pdf; 年报p18; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-06,2020广州中考（含答案）.pdf,真题p2,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p18;文档核验:2020Q06逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0103,year_report_observation,YRO-C003-2020-07,year_report_metric_review_required,已文档核验2020Q07: 原卷真题p2; 答案2020广州中考（含答案）.pdf; 年报p19; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-07,2020广州中考（含答案）.pdf,真题p2,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p19;文档核验:2020Q07逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0104,year_report_observation,YRO-C003-2020-08,year_report_metric_review_required,已文档核验2020Q08: 原卷真题p2; 答案2020广州中考（含答案）.pdf; 年报p20; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-08,2020广州中考（含答案）.pdf,真题p2,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p20;文档核验:2020Q08逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0105,year_report_observation,YRO-C003-2020-09,year_report_metric_review_required,已文档核验2020Q09: 原卷真题p3; 答案2020广州中考（含答案）.pdf; 年报p24; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-09,2020广州中考（含答案）.pdf,真题p3,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p24;文档核验:2020Q09逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0106,year_report_observation,YRO-C003-2020-10,year_report_metric_review_required,已文档核验2020Q10: 原卷真题p3; 答案2020广州中考（含答案）.pdf; 年报p25; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-10,2020广州中考（含答案）.pdf,真题p3,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p25;文档核验:2020Q10逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0107,year_report_observation,YRO-C003-2020-11,year_report_metric_review_required,已文档核验2020Q11: 原卷真题p3; 答案2020广州中考（含答案）.pdf; 年报p27; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-11,2020广州中考（含答案）.pdf,真题p3,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p27;文档核验:2020Q11逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0108,year_report_observation,YRO-C003-2020-12,year_report_metric_review_required,已文档核验2020Q12: 原卷真题p4; 答案2020广州中考（含答案）.pdf; 年报p31; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-12,2020广州中考（含答案）.pdf,真题p4,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p31;文档核验:2020Q12逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0109,year_report_observation,YRO-C003-2020-13,year_report_metric_review_required,已文档核验2020Q13: 原卷真题p4; 答案2020广州中考（含答案）.pdf; 年报p34; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-13,2020广州中考（含答案）.pdf,真题p4,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p34;文档核验:2020Q13逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0110,year_report_observation,YRO-C003-2020-14,year_report_metric_review_required,已文档核验2020Q14: 原卷真题p5; 答案2020广州中考（含答案）.pdf; 年报p41-p43;文档核验:2020Q14逐题分析; 难度/区分度已摘录或确认缺项; 错误/建议已摘录,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-14,2020广州中考（含答案）.pdf,真题p5,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p41-p43;文档核验:2020Q14逐题分析,,,difficulty:缺项确认; discrimination:缺项确认,已摘录,已摘录,resolved_with_verified_evidence_and_confirmed_unavailable_metrics
QI-C003-0111,year_report_observation,YRO-C003-2020-15,year_report_metric_review_required,已文档核验2020Q15: 原卷真题p3; 答案2020广州中考（含答案）.pdf; 年报p46; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-15,2020广州中考（含答案）.pdf,真题p3,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p46;文档核验:2020Q15逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0112,year_report_observation,YRO-C003-2020-16,year_report_metric_review_required,已文档核验2020Q16: 原卷真题p5; 答案2020广州中考（含答案）.pdf; 年报p46; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-16,2020广州中考（含答案）.pdf,真题p5,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p46;文档核验:2020Q16逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0113,year_report_observation,YRO-C003-2020-17,year_report_metric_review_required,已文档核验2020Q17: 原卷真题p5; 答案2020广州中考（含答案）.pdf; 年报p49; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-17,2020广州中考（含答案）.pdf,真题p5,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p49;文档核验:2020Q17逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0114,year_report_observation,YRO-C003-2020-18,year_report_metric_review_required,已文档核验2020Q18: 原卷真题p6; 答案2020广州中考（含答案）.pdf; 年报p53; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-18,2020广州中考（含答案）.pdf,真题p6,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p53;文档核验:2020Q18逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0115,year_report_observation,YRO-C003-2020-19,year_report_metric_review_required,已文档核验2020Q19: 原卷真题p6; 答案2020广州中考（含答案）.pdf; 年报p59; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-19,2020广州中考（含答案）.pdf,真题p6,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p59;文档核验:2020Q19逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0116,year_report_observation,YRO-C003-2020-20,year_report_metric_review_required,已文档核验2020Q20: 原卷真题p6; 答案2020广州中考（含答案）.pdf; 年报p64; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-20,2020广州中考（含答案）.pdf,真题p6,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p64;文档核验:2020Q20逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0117,year_report_observation,YRO-C003-2020-21,year_report_metric_review_required,已文档核验2020Q21: 原卷真题p7; 答案2020广州中考（含答案）.pdf; 年报p70; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-21,2020广州中考（含答案）.pdf,真题p7,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p70;文档核验:2020Q21逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0118,year_report_observation,YRO-C003-2020-22,year_report_metric_review_required,已文档核验2020Q22: 原卷真题p7; 答案2020广州中考（含答案）.pdf; 年报p74; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-22,2020广州中考（含答案）.pdf,真题p7,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p74;文档核验:2020Q22逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0119,year_report_observation,YRO-C003-2020-23,year_report_metric_review_required,已文档核验2020Q23: 原卷真题p7; 答案2020广州中考（含答案）.pdf; 年报p80; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-23,2020广州中考（含答案）.pdf,真题p7,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p80;文档核验:2020Q23逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0120,year_report_observation,YRO-C003-2020-24,year_report_metric_review_required,已文档核验2020Q24: 原卷真题p8; 答案2020广州中考（含答案）.pdf; 年报p80; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2020-24,2020广州中考（含答案）.pdf,真题p8,2020广州中考（含答案）.pdf,参考答案文件对应题号,年报p80;文档核验:2020Q24逐题分析,,,difficulty:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认; discrimination:年报对应页/统计表未提供或未能可靠提取，已作为缺项确认,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0121,year_report_observation,YRO-C003-2021-01,year_report_discrimination_review_required,已文档核验2021Q01: 原卷真题p1; 答案2021广州中考-参考答案.pdf; 年报p3; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2021-01,2021广州中考.pdf,真题p1,2021广州中考-参考答案.pdf,参考答案文件对应题号,年报p3;文档核验:2021Q01逐题分析,0.7813,0.6223,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0122,year_report_observation,YRO-C003-2021-02,year_report_discrimination_review_required,已文档核验2021Q02: 原卷真题p1; 答案2021广州中考-参考答案.pdf; 年报p5; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2021-02,2021广州中考.pdf,真题p1,2021广州中考-参考答案.pdf,参考答案文件对应题号,年报p5;文档核验:2021Q02逐题分析,0.7045,0.6057,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0123,year_report_observation,YRO-C003-2021-03,year_report_discrimination_review_required,已文档核验2021Q03: 原卷真题p1; 答案2021广州中考-参考答案.pdf; 年报p7; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2021-03,2021广州中考.pdf,真题p1,2021广州中考-参考答案.pdf,参考答案文件对应题号,年报p7;文档核验:2021Q03逐题分析,0.784,0.6261,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0124,year_report_observation,YRO-C003-2021-04,year_report_metric_review_required,已文档核验2021Q04: 原卷真题p1; 答案2021广州中考-参考答案.pdf; 年报p8; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2021-04,2021广州中考.pdf,真题p1,2021广州中考-参考答案.pdf,参考答案文件对应题号,年报p8;文档核验:2021Q04逐题分析,0.8907,0.3614,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已确认未检索到明确摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0125,year_report_observation,YRO-C003-2021-05,year_report_discrimination_review_required,已文档核验2021Q05: 原卷真题p1; 答案2021广州中考-参考答案.pdf; 年报p9; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2021-05,2021广州中考.pdf,真题p1,2021广州中考-参考答案.pdf,参考答案文件对应题号,年报p9;文档核验:2021Q05逐题分析,0.4954,0.8023,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已摘录,resolved_complete
QI-C003-0126,year_report_observation,YRO-C003-2021-06,year_report_discrimination_review_required,已文档核验2021Q06: 原卷真题p2; 答案2021广州中考-参考答案.pdf; 年报p10; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2021-06,2021广州中考.pdf,真题p2,2021广州中考-参考答案.pdf,参考答案文件对应题号,年报p10;文档核验:2021Q06逐题分析,0.7252,0.7086,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0127,year_report_observation,YRO-C003-2021-07,year_report_discrimination_review_required,已文档核验2021Q07: 原卷真题p2; 答案2021广州中考-参考答案.pdf; 年报p11; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2021-07,2021广州中考.pdf,真题p2,2021广州中考-参考答案.pdf,参考答案文件对应题号,年报p11;文档核验:2021Q07逐题分析,0.4738,0.5785,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0128,year_report_observation,YRO-C003-2021-08,year_report_discrimination_review_required,已文档核验2021Q08: 原卷真题p2; 答案2021广州中考-参考答案.pdf; 年报p12; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2021-08,2021广州中考.pdf,真题p2,2021广州中考-参考答案.pdf,参考答案文件对应题号,年报p12;文档核验:2021Q08逐题分析,0.5904,0.7057,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0129,year_report_observation,YRO-C003-2021-09,year_report_metric_review_required,已文档核验2021Q09: 原卷真题p3; 答案2021广州中考-参考答案.pdf; 年报p13; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2021-09,2021广州中考.pdf,真题p3,2021广州中考-参考答案.pdf,参考答案文件对应题号,年报p13;文档核验:2021Q09逐题分析,0.8452,0.4939,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已确认未检索到明确摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0130,year_report_observation,YRO-C003-2021-10,year_report_discrimination_review_required,已文档核验2021Q10: 原卷真题p3; 答案2021广州中考-参考答案.pdf; 年报p15; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2021-10,2021广州中考.pdf,真题p3,2021广州中考-参考答案.pdf,参考答案文件对应题号,年报p15;文档核验:2021Q10逐题分析,0.58,0.6561,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已摘录,resolved_complete
QI-C003-0131,year_report_observation,YRO-C003-2021-11,year_report_metric_review_required,已文档核验2021Q11: 原卷真题p3; 答案2021广州中考-参考答案.pdf; 年报p15; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2021-11,2021广州中考.pdf,真题p3,2021广州中考-参考答案.pdf,参考答案文件对应题号,年报p15;文档核验:2021Q11逐题分析,0.7502,0.5063,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0132,year_report_observation,YRO-C003-2021-12,year_report_metric_review_required,已文档核验2021Q12: 原卷真题p4; 答案2021广州中考-参考答案.pdf; 年报p24; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2021-12,2021广州中考.pdf,真题p4,2021广州中考-参考答案.pdf,参考答案文件对应题号,年报p24;文档核验:2021Q12逐题分析,0.77,0.7298,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0133,year_report_observation,YRO-C003-2021-13,year_report_metric_review_required,已文档核验2021Q13: 原卷真题p4; 答案2021广州中考-参考答案.pdf; 年报p28; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2021-13,2021广州中考.pdf,真题p4,2021广州中考-参考答案.pdf,参考答案文件对应题号,年报p28;文档核验:2021Q13逐题分析,0.7956,0.4773,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已摘录,已确认未检索到明确摘录,resolved_with_unavailable_or_unextracted_fields
QI-C003-0134,year_report_observation,YRO-C003-2021-14,year_report_discrimination_review_required,已文档核验2021Q14: 原卷真题p5; 答案2021广州中考-参考答案.pdf; 年报p30; 难度/区分度已摘录或补录; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true,QPHY-C003-2021-14,2021广州中考.pdf,真题p5,2021广州中考-参考答案.pdf,参考答案文件对应题号,年报p30;文档核验:2021Q14逐题分析,0.9361,0.1847,difficulty:准确摘录或统计表补录; discrimination:准确摘录或统计表补录,已确认未检索到明确摘录,已摘录,resolved_with_unavailable_or_unextracted_fields
