issue_id,entity_type,entity_id,issue_type,issue_summary,severity,recommended_action,review_status,production_eligible
QI-C003-0195,year_report_observation,YRO-C003-2025-03,year_report_discrimination_review_required,已文档核验2025Q03: 原卷真题p1; 答案2025广州中考（解析版）.pdf; 年报p8; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0196,year_report_observation,YRO-C003-2025-04,year_report_discrimination_review_required,已文档核验2025Q04: 原卷真题p1; 答案2025广州中考（解析版）.pdf; 年报p8; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0197,year_report_observation,YRO-C003-2025-05,year_report_discrimination_review_required,已文档核验2025Q05: 原卷真题p2; 答案2025广州中考（解析版）.pdf; 年报p10; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0198,year_report_observation,YRO-C003-2025-06,year_report_discrimination_review_required,已文档核验2025Q06: 原卷真题p2; 答案2025广州中考（解析版）.pdf; 年报p12; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0199,year_report_observation,YRO-C003-2025-07,year_report_discrimination_review_required,已文档核验2025Q07: 原卷真题p2; 答案2025广州中考（解析版）.pdf; 年报p13; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0200,year_report_observation,YRO-C003-2025-08,year_report_discrimination_review_required,已文档核验2025Q08: 原卷真题p1; 答案2025广州中考（解析版）.pdf; 年报p14; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0201,year_report_observation,YRO-C003-2025-09,year_report_metric_review_required,已文档核验2025Q09: 原卷真题p3; 答案2025广州中考（解析版）.pdf; 年报p15; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0202,year_report_observation,YRO-C003-2025-10,year_report_discrimination_review_required,已文档核验2025Q10: 原卷真题p3; 答案2025广州中考（解析版）.pdf; 年报p17; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0203,year_report_observation,YRO-C003-2025-11,year_report_discrimination_review_required,已文档核验2025Q11: 原卷真题p4; 答案2025广州中考（解析版）.pdf; 年报p17; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0204,year_report_observation,YRO-C003-2025-12,year_report_metric_review_required,已文档核验2025Q12: 原卷真题p4; 答案2025广州中考（解析版）.pdf; 年报p19; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0205,year_report_observation,YRO-C003-2025-13,year_report_discrimination_review_required,已文档核验2025Q13: 原卷真题p5; 答案2025广州中考（解析版）.pdf; 年报p22; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0206,year_report_observation,YRO-C003-2025-14,year_report_discrimination_review_required,已文档核验2025Q14: 原卷真题p5; 答案2025广州中考（解析版）.pdf; 年报p24; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0207,year_report_observation,YRO-C003-2025-15,year_report_metric_review_required,已文档核验2025Q15: 原卷真题p5; 答案2025广州中考（解析版）.pdf; 年报p27; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0208,year_report_observation,YRO-C003-2025-16,year_report_discrimination_review_required,已文档核验2025Q16: 原卷真题p6; 答案2025广州中考（解析版）.pdf; 年报p29; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0209,year_report_observation,YRO-C003-2025-17,year_report_metric_review_required,已文档核验2025Q17: 原卷真题p6; 答案2025广州中考（解析版）.pdf; 年报p31; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
QI-C003-0210,year_report_observation,YRO-C003-2025-18,year_report_metric_review_required,已文档核验2025Q18: 原卷真题p7; 答案2025广州中考（解析版）.pdf; 年报p37; 难度/区分度含确认缺项; 错误/建议已摘录或确认缺项,low,已关闭；后续 active 前由 C002S 复核,resolved,true
