question_id,year,paper_id,source_file,question_number,question_type,score,page_or_location,stem_summary,primary_knowledge_id,secondary_knowledge_ids,primary_exam_point_id,secondary_exam_point_ids,ability_dimensions,curriculum_item_ids,textbook_node_ids,answer_source_id,year_report_source_id,confidence,extracted_by,review_status,production_eligible,notes
QPHY-C003-2019-01,2019,SRC-C003-014,2019广州中考.pdf,1,choice,3,真题p1,"1.如图 1 所示,监测器测得同一声源发出的甲､乙两声音的特性如下表甲乙相比 声音 声音强弱的等级/dB 频率/Hz 甲 70 1100 乙 110 700 A.乙音调较高 B.甲响度较大 C.声源在发甲声音时振动幅度较大 D.声源在发乙声音时每秒内振动次数较少",KPHY-C003-037,,EPHY-C003-003,,信息提取;科学推理,CS-C003-4-2,,SRC-C003-015,SRC-C003-016,0.82,chatgpt_web,pending_review,false,candidate full question row; stem and candidate mapping repaired from verified source region; stem repaired from verified source region
QPHY-C003-2019-02,2019,SRC-C003-014,2019广州中考.pdf,2,choice,3,真题p1,2.原子核由哪些粒子组成 A.质子和电子 B.中子和电子 C.质子和中子 D.质子､中子和电子,KPHY-C003-018,,EPHY-C003-011,,信息提取,CS-C003-4-2,,SRC-C003-015,SRC-C003-016,0.82,chatgpt_web,pending_review,false,candidate full question row; stem and candidate mapping repaired from verified source region; stem repaired from verified source region
QPHY-C003-2019-03,2019,SRC-C003-014,2019广州中考.pdf,3,choice,3,真题p1,3.如图 2 所示的摆设，正常运行时，小轮在支架上来回滚动，每次到达的最大高度相 同.小明发现摆设上有一电源，关掉电源后，小轮逐渐停下来 A.小轮滚动过程中没有力对其做功 B.正常运行时，小轮的速度一直不变 C.断电后小轮会停下，说明能量守恒定律不一定成立 D.正常运行时，小轮往返一次，摆设一定需要消耗电能苗,KPHY-C003-070,,EPHY-C003-017,,科学推理,CS-C003-4-2,,SRC-C003-015,SRC-C003-016,0.82,chatgpt_web,pending_review,false,candidate full question row; stem and candidate mapping repaired from verified source region; stem repaired from verified source region
QPHY-C003-2019-04,2019,SRC-C003-014,2019广州中考.pdf,4,choice,3,真题p1,4.下列说法正确的是 A.两物体温度相同，内能一定相同 B.两物体相比，分子动能越大的物体，其内能越大 C.甲物体传递了热量给乙物体，说明甲物体内能大 D.扩散现象中，分子可以从低温物体运动到高温物体,KPHY-C003-023,,EPHY-C003-007,,科学推理,CS-C003-4-2,,SRC-C003-015,SRC-C003-016,0.82,chatgpt_web,pending_review,false,candidate full question row; stem and candidate mapping repaired from verified source region; stem repaired from verified source region
QPHY-C003-2019-05,2019,SRC-C003-014,2019广州中考.pdf,5,choice,3,真题p1,5.如图 3 所示，平静的湖中，下列哪处水的压强最小（ρ ＝1g/cm3） 水 A.a B.b C.c D.d,KPHY-C003-033,,EPHY-C003-021,,信息提取;科学推理,CS-C003-2-3-2,TBPHY-C003-007;TBPHY-C003-009;TBPHY-C003-010;TBPHY-C003-011,SRC-C003-015,SRC-C003-016,0.82,chatgpt_web,pending_review,false,candidate full question row; stem and candidate mapping repaired from verified source region; stem repaired from verified source region
QPHY-C003-2019-06,2019,SRC-C003-014,2019广州中考.pdf,6,choice,3,真题p2,6.导线 a 是闭合电路的一部分，a 在磁场中按图中 v 的方向运动时，能产生感应电流的 是（a 在 A、B 选项中与磁感线平行，在 C、D 选项中垂直于纸面）,KPHY-C003-048,,EPHY-C003-029,EPHY-C003-026;EPHY-C003-040,科学推理;实验探究,CS-C003-2-4-5;CS-C003-4-2-10,TBPHY-C003-116;TBPHY-C003-122,SRC-C003-015,SRC-C003-016,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2019-07,2019,SRC-C003-014,2019广州中考.pdf,7,choice,3,真题p2,7.在图 4 温度计所示的恒温环境下进行实验，将此温度计放入一杯冰水混合物中（冰是晶 体），从温度计放入开始计时，放入时间足够长，下列哪幅示意图可能反映了温度计内液体 的体积随时间变化的情况,KPHY-C003-004,,EPHY-C003-006,EPHY-C003-005;EPHY-C003-040;EPHY-C003-041,信息提取;实验探究,CS-C003-1-1-2,TBPHY-C003-013;TBPHY-C003-014,SRC-C003-015,SRC-C003-016,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2019-08,2019,SRC-C003-014,2019广州中考.pdf,8,choice,3,真题p3,"8.静止在水平地面上的密闭装置内部如图 5 所示,装置内部固定着一根竖直的杆，杆顶 有一小球，忽略杆和球间的摩擦.由于装置开始沿某一水平方向做直线运动，小球从杆上落下， 刚离开杆时的俯视图如图6所示.请由此判断装置是向哪个方向运动 A.东 B.南 C.西 D.北",KPHY-C003-027,,EPHY-C003-014,EPHY-C003-015;EPHY-C003-016;EPHY-C003-040,科学推理;模型建构,CS-C003-2-2-3;CS-C003-4-1-6,TBPHY-C003-041;TBPHY-C003-043;TBPHY-C003-044;TBPHY-C003-045,SRC-C003-015,SRC-C003-016,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2019-09,2019,SRC-C003-014,2019广州中考.pdf,9,choice,3,真题p3,9.如图 7 所示.把重为 G 的物体甲从 A 点竖直向上匀速拉至 B 点；此过程绳的拉力对甲 做的功为 W ；用平行于斜面的拉力把重也为 G 的物体乙沿斜面从 C 点匀速拉至与 B 等高的 D AB 点，在此过程中绳的拉力对乙做的功为 W .斜面的机械效率为 CD A. B. 𝑊𝑊𝐴𝐴𝐴𝐴 𝑊𝑊𝐶𝐶𝐶𝐶 𝑊𝑊𝐶𝐶𝐶𝐶 𝑊𝑊𝐴𝐴𝐴𝐴 C. D. 𝐺𝐺𝐺𝐺 𝐺𝐺𝐺𝐺 𝑊𝑊𝐶𝐶𝐶𝐶−𝑊𝑊𝐴𝐴𝐴𝐴 𝑊𝑊𝐶𝐶𝐶𝐶+𝑊𝑊𝐴𝐴𝐴𝐴,KPHY-C003-061,,EPHY-C003-010,EPHY-C003-013;EPHY-C003-014;EPHY-C003-018,数学运算;科学推理,CS-C003-3-3-3,TBPHY-C003-085;TBPHY-C003-087;TBPHY-C003-088,SRC-C003-015,SRC-C003-016,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2019-10,2019,SRC-C003-014,2019广州中考.pdf,10,choice,3,真题p3,10.图 8 中， 表示导线中的电流方向垂直 于纸面向里，⊙表示导线中的电流方向垂直于纸 ⊗ 面向外 F 是磁场对通电导线的作用力.下列哪个 选项中，磁场对通电导线的作用力与图 8 中 F 的 方向相同,KPHY-C003-084,,EPHY-C003-040,EPHY-C003-026;EPHY-C003-028,信息提取,CS-C003-4-2,,SRC-C003-015,SRC-C003-016,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2019-11,2019,SRC-C003-014,2019广州中考.pdf,11,choice,3,真题p4,11.两个相同的烧杯中分别装满了两种不同的液体把甲乙两球分别轻轻放入两杯液体，最后 处于图9所示状态.甲、乙排开液体的重力相等.甲乙所受浮力相比 A.甲所受浮力更大 B.乙所受浮力更大 C.甲、乙所受浮力一样大 D.不知道液体密度无法比较浮力大小,KPHY-C003-034,,EPHY-C003-022,EPHY-C003-040,模型建构;数学运算;科学推理,CS-C003-2-2-9;CS-C003-4-2-4,TBPHY-C003-056;TBPHY-C003-057;TBPHY-C003-058;TBPHY-C003-059,SRC-C003-015,SRC-C003-016,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2019-12,2019,SRC-C003-014,2019广州中考.pdf,12,choice,3,真题p4,12.小明按图 10 所示电路图做实验，闭合开关两表读数如图 11 所示 L 突然烧断，烧断后两 表示数如图 12 所示.定值电阻两端电压为 U 流经定值电阻的电流为 1.与 L 烧断前相比，烧 断后 A.U 变大、I 变大 B.U 变大、I 变小 C.U 不变、I 变小 D.U 不变、I 不变 二 、 填 空 作 图 题,KPHY-C003-065,,EPHY-C003-031,EPHY-C003-040;EPHY-C003-032;EPHY-C003-034,模型建构;科学推理,CS-C003-3-4-4;CS-C003-4-2-11,TBPHY-C003-090;TBPHY-C003-092;TBPHY-C003-093;TBPHY-C003-095,SRC-C003-015,SRC-C003-016,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2019-13,2019,SRC-C003-014,2019广州中考.pdf,13,fill_or_drawing,,真题p4,13.如图 13 所示，一束由 A 发出的光射到平面镜表面 O 点，画出物体 AB 在平面镜中的 像，并画出入射光线 AO 的反射光线,KPHY-C003-084,,EPHY-C003-040,EPHY-C003-023;EPHY-C003-024,信息提取,CS-C003-4-2,,SRC-C003-015,SRC-C003-016,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2019-14,2019,SRC-C003-014,2019广州中考.pdf,14,fill_or_drawing,,真题p5,14.图 14 为某望远镜内部部分光路图.物镜是凸透镜 O 为光心，F 为物镜焦点，焦距为 500mm （1）在图 14 中画出光线 a、b 经物镜折射前的入射光线 （2）目镜是 透镜（选填“凹”、“凸”） （3）用此望远镜观测月球时，月球经物镜成一个 （选填“倒立”、“正立”）、 （选填“放大”、“等大”、“缩小”）的像.,KPHY-C003-040,,EPHY-C003-025,EPHY-C003-023;EPHY-C003-040,科学推理;实验探究,CS-C003-2-3-5;CS-C003-4-2-8,TBPHY-C003-025;TBPHY-C003-026;TBPHY-C003-027;TBPHY-C003-028,SRC-C003-015,SRC-C003-016,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2019-15,2019,SRC-C003-014,2019广州中考.pdf,15,fill_or_drawing,,真题p5,15.如图 15 所示，轻质弹簧一端固定在墙上，物体 M 沿粗糙地面水平向左运动，压缩弹 簧运动到 A 点时，速度为 V .在方框内以点代替 M，画出 M 经过 A 点时的受力示意图（图中 A 已标示了弹簧对 M 的弹力 F）,KPHY-C003-026,,EPHY-C003-002,EPHY-C003-013;EPHY-C003-015;EPHY-C003-040,信息提取;数学运算,CS-C003-2-2-2;CS-C003-4-1-5,TBPHY-C003-002;TBPHY-C003-005;TBPHY-C003-006,SRC-C003-015,SRC-C003-016,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2019-16,2019,SRC-C003-014,2019广州中考.pdf,16,fill_or_drawing,,真题p5,16.如图 16 所示，A 点为硬棒的重心，O 为支点，硬棒水平静止，弹簧测力计的示数为 N.硬棒所受的重力为 N.能否用图 16 中的弹簧测力计按图 17 所示的方法测量 同一硬棒所受的重力？依据是 .,KPHY-C003-081,,EPHY-C003-041,EPHY-C003-013;EPHY-C003-014;EPHY-C003-040,实验探究;规范表达,CS-C003-4-1,TBPHY-C003-006;TBPHY-C003-034;TBPHY-C003-094;TBPHY-C003-105,SRC-C003-015,SRC-C003-016,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2019-17,2019,SRC-C003-014,2019广州中考.pdf,17,fill_or_drawing,,真题p6,"17.(1)通过表 1､2 推断海拔五千多米处水的沸点可能是_________ A.75℃ B.83℃ C.92℃ D.100℃ 表 1:海拔与大气压的关系 表 2:大气压与水的沸点的关系 海拔/km 大气压/(×105pa) 大气压/(×105pa) 水的沸点/℃ 0 1.01 1.01 100 2 0.80 0.71 90 4 0.62 0.44 80 6 0.47 0.36 75 (2)如图 18 所示,瓶口扎上橡皮膜,把一定质量的气体密封在玻璃 瓶内.小明把此瓶从甲地带到海拔更高的乙地,发现橡皮膜向上凸出 2(如图 19).瓶内气体在甲地的密度为 ρ ,在乙地的密度为 ρ ,根据 甲 乙 公式 ρ= ,得 ρ ρ (选填“>”､“=､“<”). 甲 乙",KPHY-C003-033,,EPHY-C003-021,EPHY-C003-040;EPHY-C003-005,科学推理;信息提取,CS-C003-2-2-8;CS-C003-4-2-3,TBPHY-C003-050;TBPHY-C003-052;TBPHY-C003-053;TBPHY-C003-055,SRC-C003-015,SRC-C003-016,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2019-18,2019,SRC-C003-014,2019广州中考.pdf,18,fill_or_drawing,,真题p6,"18.如图 20 所示,钢制的圆柱展示台,底面积 S=1dm2.另一个为钢制的圆台零件,上底面 积 S =3dm2,下底面积 S =12dm2.把零件分别按图 21 和图 22 所示的方式静置在展示台上,两物 1 体的轴 在同一直线上,图 21 中零件对展示台面的压力为 F､压强为 p .图 22 中零件对展示台 1 1 面的压力为 F ､压强为 p .F F ,p p (选填“>”、“=”、“<”) 2 2 1 2 1 2",KPHY-C003-032,,EPHY-C003-020,EPHY-C003-040,数学运算;科学推理,CS-C003-2-2-7,TBPHY-C003-050;TBPHY-C003-051,SRC-C003-015,SRC-C003-016,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2019-19,2019,SRC-C003-014,2019广州中考.pdf,19,fill_or_drawing,,真题p6,"19.(1)完全燃烧 1.4g 酒精释放的热量是完全燃烧 0.7g 酒精释放 热量的 倍.0.7g 酒精完全燃烧释放的热量是 2.1×104J.这些 热量全部被 100g 的液体 A 吸收,液体的温度升高了 50℃;完全燃烧 1.4g 酒精释放的热量全部被 200g 的液体 A 吸收,液体的温度升高了 Δt= ℃（不考虑散热) (2)现用图 23 所示装置加热 200g 的液体 A,燃烧了 1.4g 酒精,液 体升高的温度小于△t,有哪些原因会导致这个结 果?",KPHY-C003-033,,EPHY-C003-021,EPHY-C003-005;EPHY-C003-009;EPHY-C003-040,科学推理;信息提取,CS-C003-2-2-8;CS-C003-4-2-3,TBPHY-C003-050;TBPHY-C003-052;TBPHY-C003-053;TBPHY-C003-055,SRC-C003-015,SRC-C003-016,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2019-20,2019,SRC-C003-014,2019广州中考.pdf,20,analysis_calculation,,真题p7,20.电鳗是一种能对外界施加电压的动物.如图 24，为了研究电鳗的放电行为，研究人 员把一根导体棒伸进水中，放电的电鳗可看成电源 A、B 两点是电源两极.某次实验: （1）当电鳗跃起，头部碰到导体棒时，电流从 A 点经部分导体棒、水回到 B 点，形成 闭合回路，电路图如图 25 所示，接入电路的导体棒及水的电阻 R＝50002，电流 1＝0.02A. 求此时 AB 间的电压 U 和 R 的电功率 P. （2）电鳗头部接触到导体棒更高的位置时，R 变大，电流 I 变为 0.05A，判断 U 变大、 变小还是不变？ 依据是 .,KPHY-C003-053,,EPHY-C003-018,EPHY-C003-031;EPHY-C003-034;EPHY-C003-036,数学运算;信息提取,CS-C003-3-1-3,TBPHY-C003-061;TBPHY-C003-062,SRC-C003-015,SRC-C003-016,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2019-21,2019,SRC-C003-014,2019广州中考.pdf,21,analysis_calculation,,真题p7,21.运动员从高空竖直向下跳伞，人（包括装备）的质量为 80kg 只考虑人受到的重力和空气 阻力，下落时的速度一时间图线如图 26 所示. （1）人在前 50s 内下落了 2100m，求这段时间内人的平均速度. （2）人在前 30s 内下落了 1500m，求这段时间内人所受重力做的功和功率.（g＝10N/kg） （3）从第 10s 到第 30s 这个过程中，人的动能、重力势能、机械能是如何变化的？ （4）人在第 30s 时所受空气阻力 第 50s 时所受空气阻力（选填“大于”、“等 于”“小于”）. 四 、 实 验 探 究 题,KPHY-C003-055,,EPHY-C003-017,EPHY-C003-002;EPHY-C003-018;EPHY-C003-040,科学推理;信息提取,CS-C003-3-2-1,TBPHY-C003-061;TBPHY-C003-064;TBPHY-C003-065,SRC-C003-015,SRC-C003-016,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2019-22,2019,SRC-C003-014,2019广州中考.pdf,22,experiment_inquiry,,真题p8,22.把酒精反复涂在温度计的玻璃泡上，用扇子扇温度计，温度计示数减小.用扇子扇表面干燥的温度计，温 度计示数不变. 根据以上信息你可以得出什么结论? .,KPHY-C003-084,,EPHY-C003-040,EPHY-C003-006;EPHY-C003-041;EPHY-C003-042,信息提取,CS-C003-4-2,,SRC-C003-015,SRC-C003-016,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2019-23,2019,SRC-C003-014,2019广州中考.pdf,23,experiment_inquiry,,真题p8,23.小明连接了如图 27 所示的电路，灯泡上标有“2.5V 0.3A （1）在方框内画出实物图对应的电路图 （2）闭合开关，看不到灯亮，电流表有示数.小明认为灯不亮的原因是灯丝断了你认为他的说法是 否正确？依据是 . （3）小芳想通过测量 ab 接线柱间、cd 接线柱间的电压找出看不到灯亮的原因.请在图 28 中补 充完整用电压表测 ab 接线柱间的电压时的实物图. 测量时若出现下表中的情况，请根据数据判断可能导致看不到灯亮的原因 Uab/V Ucd/V 电流表示数 I/A 看不到灯亮 的原因 情况一 2.10 0 0.30 情况二 2.20 0.40 0.14 情况二中，看不到灯亮，通电 10s 灯消耗的电能为 J.,KPHY-C003-084,,EPHY-C003-040,EPHY-C003-041;EPHY-C003-031;EPHY-C003-032,信息提取,CS-C003-4-2,,SRC-C003-015,SRC-C003-016,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2019-24,2019,SRC-C003-014,2019广州中考.pdf,24,experiment_inquiry,,真题p8,24．质量可忽略的细绳上端固定，下端系一质量为 m 的金属螺母，做成摆长为 l 的摆（如图 29 所示）．让螺母在竖直面内小幅度往返摆动，每完成一次往返 ll 摆动的时间均为 T=2π （g = 9.8N/kg）. gg ll 请你根据 T=2π 推测，螺母往返摆动一次的时间 T 与螺母的 gg 质量 m 是否有关 （选填“有关”、“无关”）. 现有足量的细绳、大小相同的金属螺母，这些螺母有的质量相等，有的质量不等．写出 验证你的推测的实验步骤（若有需要，可补充器材）:,KPHY-C003-084,,EPHY-C003-040,,信息提取,CS-C003-4-2,,SRC-C003-015,SRC-C003-016,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2020-01,2020,SRC-C003-017,2020广州中考（含答案）.pdf,1,choice,3,真题p1,1．图 1 为试卷示意图，你正在使用的物理试卷宽约为 A．27m B．27nm 宽 C．270cm D．270mm,KPHY-C003-025,,EPHY-C003-001,,信息提取;科学推理,CS-C003-4-2,,SRC-C003-017,SRC-C003-018,0.82,chatgpt_web,pending_review,false,candidate full question row; stem and candidate mapping repaired from verified source region; stem repaired from verified source region
QPHY-C003-2020-02,2020,SRC-C003-017,2020广州中考（含答案）.pdf,2,choice,3,真题p1,2．甲音叉发声时每秒振动 256 次，乙音叉发声时振动频率 图 1 为 512Hz，相比于乙音叉，甲音叉 A．发声时振幅一定更小 B．发声时振动频率一定更高 C．发出声音的音调一定更低 D．发出声音的响度一定更大,KPHY-C003-037,,EPHY-C003-003,,信息提取;科学推理,CS-C003-4-2,,SRC-C003-017,SRC-C003-018,0.82,chatgpt_web,pending_review,false,candidate full question row; stem and candidate mapping repaired from verified source region; stem repaired from verified source region
QPHY-C003-2020-03,2020,SRC-C003-017,2020广州中考（含答案）.pdf,3,choice,3,真题p1,3．物质 M 因发生物态变化放热，M 在该物态变化前后都具有流动性，则这种物态 变化为 A．熔化 B．凝固 C．液化 D．汽化 第 1 页,KPHY-C003-006,,EPHY-C003-005,,科学推理,CS-C003-4-2,,SRC-C003-017,SRC-C003-018,0.82,chatgpt_web,pending_review,false,candidate full question row; stem and candidate mapping repaired from verified source region; stem repaired from verified source region
QPHY-C003-2020-04,2020,SRC-C003-017,2020广州中考（含答案）.pdf,4,choice,3,真题p1,4．如图 2 所示，轻质棒 M 放在绝缘支架上，与毛皮摩擦后带上负电的绝缘棒 L 靠近 M 的 A 端时，A 端被 L 吸引，则 A 轻质棒 M A．M 一定带负电 B．M 一定带正电 C．摩擦时，L 失去电子 绝缘棒 L D．摩擦时，L 得到电子 图 2 活塞,KPHY-C003-043,,EPHY-C003-012,,科学推理,CS-C003-4-2,,SRC-C003-017,SRC-C003-018,0.82,chatgpt_web,pending_review,false,candidate full question row; stem and candidate mapping repaired from verified source region; stem repaired from verified source region
QPHY-C003-2020-05,2020,SRC-C003-017,2020广州中考（含答案）.pdf,5,choice,3,真题p1,5．图 3 为注射器，小芳迅速下压活塞，注射器内密封的气体温度升高． 此过程密封气体的 A．内能增加 B．分子动能减小 C．分子热运动速度减小 D．内能转化为活塞动能 图 3,KPHY-C003-059,,EPHY-C003-008,,科学推理,CS-C003-2-3-2,TBPHY-C003-007;TBPHY-C003-009;TBPHY-C003-010;TBPHY-C003-011,SRC-C003-017,SRC-C003-018,0.82,chatgpt_web,pending_review,false,candidate full question row; stem and candidate mapping repaired from verified source region; stem repaired from verified source region
QPHY-C003-2020-06,2020,SRC-C003-017,2020广州中考（含答案）.pdf,6,choice,3,真题p2,6．金属球用细绳挂在车厢内，并相对于车静止，位置如图 4 所示．下列选项中能导致 球突然从如图 4 位置变成如图 5 位置的是 西 东 西 东 A．车向西起动 B．车做匀速直线运动 C．车向东直线运动时加速 D．车向东直线运动时减速 水平地面 图 4 图 5,KPHY-C003-030,,EPHY-C003-016,EPHY-C003-014;EPHY-C003-040,科学推理;模型建构,CS-C003-2-2-5,TBPHY-C003-045;TBPHY-C003-046,SRC-C003-017,SRC-C003-018,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2020-07,2020,SRC-C003-017,2020广州中考（含答案）.pdf,7,choice,3,真题p2,7．球竖直向上运动，并落回 能量/J 地面，这过程中先后经过 M、S 两 1.0 点．球在这两点的动能和重力势能 0.8 如图 6 所示，则球在 M 点的 0.6 A．速度比在 S 点的大 0.4 B．机械能大于在 S 点的 0.2 0 C．机械能等于在 S 点的 M 点动能 M 点重力势能 S 点动能 S 点重力势能 D．离地高度比在 S 点的低 图 6,KPHY-C003-055,,EPHY-C003-017,EPHY-C003-002;EPHY-C003-040,科学推理;信息提取,CS-C003-3-2-1,TBPHY-C003-061;TBPHY-C003-064;TBPHY-C003-065,SRC-C003-017,SRC-C003-018,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2020-08,2020,SRC-C003-017,2020广州中考（含答案）.pdf,8,choice,3,真题p2,8．如图 7 所示，小明分别使用甲、乙、丙、丁四种机械匀速提升物体（绳长不变）， 测得拉力和物体 M、N 所受的重力如表 1 所示，则 表 1 F 甲 F 乙 F 丙 F 丁 GM GN 5.5N 12N 5.5N 8N 5N 10N F 丙 F 丁 F 甲 F 乙 M N M N 甲 乙 丙 丁 图 7 A．甲的机械效率比丙的大 B．乙、丁的机械效率相同 C．使用丙提升物体 M 时省力 D．实验测得的数据无法算出机械效率 第 2 页,KPHY-C003-084,,EPHY-C003-040,EPHY-C003-018;EPHY-C003-010;EPHY-C003-013,信息提取,CS-C003-4-2,,SRC-C003-017,SRC-C003-018,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2020-09,2020,SRC-C003-017,2020广州中考（含答案）.pdf,9,choice,3,真题p3,9．矩形铜线框在某磁场中的位置如图 8 所示，ab、bc、 磁感线 ed 和 fe 段都受到该磁场的作用力，下列哪两段受到该磁场的 a f 作用力方向相同 A．ab 段与 bc 段 b e B．ab 段与 ed 段 c d C．ab 段与 fe 段 D．fe 段与 ed 段 - + R,KPHY-C003-044,,EPHY-C003-026,EPHY-C003-040,科学推理;模型建构,CS-C003-2-4-2,TBPHY-C003-116;TBPHY-C003-117,SRC-C003-017,SRC-C003-018,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2020-10,2020,SRC-C003-017,2020广州中考（含答案）.pdf,10,choice,3,真题p3,10．小明测量不同型号铅笔在纸上涂划所得线条的电阻， 实 图 8 验步骤如下： （1）用铅笔在纸上画出两段长为 15cm 的线条，在其中一段线条上重复涂划 3 次，另 一段 6 次； （2）换用不同型号铅笔重复（1）的操作，得到多组等长等宽的线条如图 9； （3）测出每段线条两端的电阻记录在表 2. 表 2 2B 4B 6B 8B 9B 图9 根据实验数据，可推测电阻最小的是 A．① B. ② C. ③ D. ④ 图 10 中圆柱形容器装有适量的水，当水温从 0℃升到 15℃时，水的密度ρ和水温 t 关 系如图 11 所示，此过程水的质量不变，不考虑圆柱形容器的热胀冷缩，完成第,KPHY-C003-084,,EPHY-C003-040,EPHY-C003-034;EPHY-C003-041;EPHY-C003-044,信息提取,CS-C003-4-2,,SRC-C003-017,SRC-C003-018,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2020-11,2020,SRC-C003-017,2020广州中考（含答案）.pdf,11,choice,3,真题p3,11．下列选项中能正确反映图 10 中容器底受到水的压强 p 和水温 t 关系的是 p p p p 0 15 t/℃ 0 15 t/℃ 0 15 t/℃ 0 15 t/℃ A B C D 第 3 页,KPHY-C003-032,,EPHY-C003-020,EPHY-C003-040,数学运算;科学推理,CS-C003-2-2-7,TBPHY-C003-050;TBPHY-C003-051,SRC-C003-017,SRC-C003-018,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2020-12,2020,SRC-C003-017,2020广州中考（含答案）.pdf,12,choice,3,真题p4,12．如图 12，把测力计下悬挂的实心金属块 M（体积不变）浸没在水中，M 处于静 止状态，下列选项中能正确反映测力计示数 F 和水温 t 关系的是 测力计 F F F F M 水 0 15 t/℃ 0 15 t/℃ 0 15 t/℃ 0 15 t/℃ 图 12 A B C D,KPHY-C003-084,,EPHY-C003-040,,信息提取,CS-C003-4-2,,SRC-C003-017,SRC-C003-018,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2020-13,2020,SRC-C003-017,2020广州中考（含答案）.pdf,13,fill_or_drawing,,真题p4,13．（1）如图 13，光源 S 发出的一束光从空气射向水面，在容器壁上点 P、Q 处出现光 点，画出上述现象的入射光线、反射光线和折射光线． S （2）如图 14 所示物体 MN 放在凸透镜前，0cm P 处为凸透镜光心，M 点发出的光线 a 平行于主光轴． 容器壁 空气 水 Q 凸透镜 图 13 a M b N 8 6 4 2 0 2 4 6 8 cm 主光轴 K 图 14 ① 凸透镜的焦距为 cm． ② 画出光线 b 经光心后的光线． ③ 物体 MN 经凸透镜成的像相对于物是 （选填“放大”“等大”“缩小”）的. ④ 要使光线 a 经凸透镜后的光线经过 K 点，应使凸透镜沿主光轴水平向左还是水平 向右移动？ 第 4 页,KPHY-C003-040,,EPHY-C003-025,EPHY-C003-023;EPHY-C003-040,科学推理;实验探究,CS-C003-2-3-5;CS-C003-4-2-8,TBPHY-C003-025;TBPHY-C003-026;TBPHY-C003-027;TBPHY-C003-028,SRC-C003-017,SRC-C003-018,0.86,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
QPHY-C003-2020-14,2020,SRC-C003-017,2020广州中考（含答案）.pdf,14,fill_or_drawing,,真题p5,14．图 15 为紫外线的三个波段示意图，其中 UVC 对人体伤害最大．UVC 能通过石 英玻璃，普通玻璃可有效阻碍 UVC 的传播．图 16 中家用消毒柜的紫外线灯可发出波长为 254nm 的紫外线． 紫外线 柜门透明部分 UVC UVB UVA 200 280 315 400 波长/nm 图 15 图 16 （1）波长为 254nm 的紫外线属于 波段（选填“UVC”“UVB”“UVA”）． （2）波长为 254nm 的紫外线从紫外线灯的密封透明灯管内透出，对柜内的物品进行 杀菌消毒，柜门透明部分的材料应选 ，透明灯管的材料应选 ．（选填“石 英玻璃”“普通玻璃”）,KPHY-C003-038,,EPHY-C003-023,EPHY-C003-040,科学推理;信息提取,CS-C003-2-3-3;CS-C003-4-2-6,TBPHY-C003-019;TBPHY-C003-020;TBPHY-C003-021;TBPHY-C003-023,SRC-C003-017,SRC-C003-018,0.76,chatgpt_web,pending_review,false,candidate full question row; stem repaired from verified source region
